Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location
M190008,200 Block Of Richland  Avenue,San Francisco,CA,94110,01/08/2019,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,POINT (-122.42165327531018 37.73590726137046)
M190072,1500 Block Of 30th  Avenue,San Francisco,CA,94122,01/08/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,03/08/2024,4,Sunset/Parkside,POINT (-122.48865170655564 37.75837698132131)
M190009,2100 Block Of 36th  Avenue,San Francisco,CA,94116,01/08/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49416294294663 37.74691122253021)
M190006,1200 Block Of 44th  Avenue,San Francisco,CA,94122,01/07/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.50405166433724 37.763317415959285)
M190004,0 Block Of Caine  Avenue,San Francisco,CA,94112,01/04/2019,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,POINT (-122.45056251195624 37.717383568845456)
M190002,900 Block Of Naples  Street,San Francisco,CA,94112,01/02/2019,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,11,Excelsior,POINT (-122.43570086857397 37.71476727485467)
M190019,2400 Block Of Wawona  Street,San Francisco,CA,94116,01/02/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49302615495453 37.7369200423441)
M190003,900 Block Of Naples  Street,San Francisco,CA,94112,01/02/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Excelsior,POINT (-122.43570086857397 37.71476727485467)
M183478,1200 Block Of Larkin  Street,San Francisco,CA,94109,12/31/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.41872822036272 37.78961151651001)
M183477,1200 Block Of 25th  Avenue,San Francisco,CA,94122,12/31/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,03/02/2024,4,Sunset/Parkside,POINT (-122.48368857747835 37.76421635256218)
M183458,800 Block Of Oak  Street,San Francisco,CA,94117,12/28/2018,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,POINT (-122.43327715650098 37.77359894322513)
M183457,4500 Block Of Mission  Street,San Francisco,CA,94112,12/28/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Outer Mission,POINT (-122.43426330976354 37.725496915171156)
M183456,2100 Block Of Mason  Street,San Francisco,CA,94133,12/28/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,3,North Beach,POINT (-122.41319691609102 37.80328581335724)
M183455,700 Block Of Geary  Street,San Francisco,CA,94109,12/26/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41561690034244 37.786360791167034)
M183454,4500 Block Of Mission  Street,San Francisco,CA,94112,12/26/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Outer Mission,POINT (-122.43426330976354 37.725496915171156)
M183459,3400 Block Of Divisadero  Street,San Francisco,CA,94123,12/26/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.44306071697262 37.801382030357026)
M183453,1600 Block Of Lombard  Street,San Francisco,CA,94123,12/26/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42862451207505 37.80066592248804)
M183448,300 Block Of Arballo  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48306644173614 37.72083184136464)
M183451,300 Block Of Serrano  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48045074948287 37.71901186772143)
M183422,1200 Block Of Chestnut  Street,San Francisco,CA,94109,12/24/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Russian Hill,POINT (-122.42389859229779 37.80233112682541)
M183452,300 Block Of Garces  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48244525853303 37.71616377759888)
M183437,0 Block Of Chumasero  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47287586110279 37.7133177847632)
M183424,100 Block Of Garces  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47894377329499 37.71519484575845)
M183427,0 Block Of Pinto  Avenue,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48218723702945 37.72036960153002)
M183425,0 Block Of Crespi  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47632781558012 37.71968749513798)
M183428,0 Block Of Josepha  Avenue,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47754284360431 37.71671947850345)
M183440,400 Block Of Arballo  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48301251451178 37.71944832748139)
M183450,300 Block Of Serrano  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48048461062011 37.71911837844228)
M183476,2600 Block Of 22nd  Avenue,San Francisco,CA,94116,12/24/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/19/2024,4,Sunset/Parkside,POINT (-122.47864129266196 37.73824468195095)
M183446,400 Block Of Arballo  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48315061797776 37.71945410158369)
M183439,800 Block Of Gonzalez  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48059457480959 37.71751346803292)
M183431,500 Block Of Gonzalez  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47885100617513 37.71609926455431)
M183436,100 Block Of Font  Boulevard,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47362991995713 37.71554505295899)
M183443,300 Block Of Serrano  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48045074948287 37.71901186772143)
M183441,400 Block Of Vidal  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48485230077682 37.716703423987134)
M183444,400 Block Of Vidal  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48485230077682 37.716703423987134)
M183430,300 Block Of Font  Boulevard,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47651763947121 37.717338457681294)
M183475,400 Block Of Madrid  Street,San Francisco,CA,94112,12/24/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/28/2024,11,Excelsior,POINT (-122.43227881515064 37.7224213236913)
M183419,2300 Block Of Francisco  Street,San Francisco,CA,94123,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,2,Marina,POINT (-122.44388040815574 37.80085620729912)
M183445,0 Block Of Chumasero  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47287586110279 37.7133177847632)
M183442,0 Block Of Bucareli  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.4793742747656 37.71746280191635)
M183420,2500 Block Of Folsom  Street,San Francisco,CA,94110,12/24/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.41453351553031 37.75649436852979)
M183447,500 Block Of Vidal  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48403138269013 37.715668466094236)
M183429,100 Block Of Font  Boulevard,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47362991995713 37.71554505295899)
M183438,0 Block Of Joseph  Avenue,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,
M183421,2400 Block Of Lake  Street,San Francisco,CA,94121,12/24/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,2,Seacliff,POINT (-122.48568982130992 37.785776406349825)
M183423,400 Block Of Serrano  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48045074948287 37.71901186772143)
M183426,100 Block Of Font  Boulevard,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47362991995713 37.71554505295899)
M183449,400 Block Of Arballo  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48301251451178 37.71944832748139)
M183366,1300 Block Of Lombard  Street,San Francisco,CA,94109,12/21/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Russian Hill,POINT (-122.4237385576182 37.80150536434447)
M183413,1900 Block Of 15th  Street,San Francisco,CA,94114,12/21/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/19/2024,8,Castro/Upper Market,POINT (-122.42714265269426 37.76617630759913)
M183368,200 Block Of Bay  Street,San Francisco,CA,94133,12/21/2018,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.41114113142864 37.805980597572834)
M183415,300 Block Of Leavenworth  Street,San Francisco,CA,94102,12/21/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41440422050562 37.784181762807066)
M183416,400 Block Of Cambridge  Street,San Francisco,CA,94134,12/21/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,9,Excelsior,POINT (-122.41822088439163 37.72580596056228)
M183417,1200 Block Of Broadway  Street,San Francisco,CA,94109,12/21/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,
M183418,1800 Block Of Green  Street,San Francisco,CA,94123,12/21/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42955890348462 37.796941734304205)
M183367,2700 Block Of Lombard  Street,San Francisco,CA,94123,12/21/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.44662765295749 37.798488374194186)
M183414,1800 Block Of Green  Street,San Francisco,CA,94123,12/21/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42955890348462 37.796941734304205)
M183360,1900 Block Of Franklin  Street,San Francisco,CA,94109,12/20/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,POINT (-122.42449757204109 37.79239467438467)
M183361,800 Block Of Bush  Street,San Francisco,CA,94108,12/20/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.41126564388796 37.789899885888566)
M183365,1300 Block Of Alemany  Boulevard,San Francisco,CA,94112,12/20/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Outer Mission,POINT (-122.43359916233416 37.72947269621943)
M183362,1100 Block Of Mission  Street,San Francisco,CA,94103,12/20/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,POINT (-122.41283433258292 37.77779030910167)
M183364,700 Block Of Thornton  Avenue,San Francisco,CA,94124,12/20/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.40315525217896 37.73078150860471)
M183363,300 Block Of Union  Street,San Francisco,CA,94133,12/20/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.40484588837023 37.801039877552284)
M183359,2400 Block Of Lake  Street,San Francisco,CA,94121,12/20/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,2,Seacliff,POINT (-122.48568982130992 37.785776406349825)
M183357,3300 Block Of 21st  Street,San Francisco,CA,94102,12/19/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Mission,POINT (-122.42221884415409 37.7567806311082)
M183356,600 Block Of Taylor  Street,San Francisco,CA,94102,12/19/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.41185546701125 37.78831586930163)
M183355,200 Block Of Cumberland  Street,San Francisco,CA,94114,12/19/2018,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,POINT (-122.42913063651271 37.75877452003101)
M183358,1300 Block Of Market  Street,San Francisco,CA,94102,12/19/2018,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41697932658793 37.777083463941)
M183375,1800 Block Of 36th  Avenue,San Francisco,CA,94122,12/18/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49455690365993 37.752505890140604)
M183348,1600 Block Of Quesada  Avenue,San Francisco,CA,94124,12/18/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.39038232256685 37.732801300480155)
M183349,1800 Block Of 16th  Avenue,San Francisco,CA,94122,12/18/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Inner Sunset,POINT (-122.47326681624203 37.75344735444884)
M183385,0 Block Of Mount Vernon  Avenue,San Francisco,CA,94112,12/18/2018,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Outer Mission,POINT (-122.44347634542264 37.71529599591274)
M183432,1600 Block Of Pacheco  Street,San Francisco,CA,94116,12/18/2018,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.47781471188482 37.75038445612876)
M183373,200 Block Of 4th  Avenue,San Francisco,CA,94118,12/17/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/04/2024,1,Inner Richmond,POINT (-122.46227844344496 37.783975803643855)
M183374,300 Block Of 2nd  Avenue,San Francisco,CA,94118,12/17/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/12/2024,1,Inner Richmond,POINT (-122.4599993318928 37.782178094999246)
M183346,1800 Block Of Green  Street,San Francisco,CA,94123,12/17/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42955890348462 37.796941734304205)
M183345,300 Block Of Union  Street,San Francisco,CA,94133,12/14/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.40562107607491 37.80082988553775)
M183341,300 Block Of Turk  Street,San Francisco,CA,94102,12/14/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41486282787415 37.78263551220888)
M183343,900 Block Of Cabrillo  Street,San Francisco,CA,94118,12/14/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,POINT (-122.4686966225314 37.77520451807952)
M183344,500 Block Of Capitol  Avenue,San Francisco,CA,94112,12/14/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,POINT (-122.45911963802469 37.7153326956088)
M183342,1000 Block Of Bush  Street,San Francisco,CA,94108,12/14/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.41456113260082 37.789478817108304)
M183303,100 Block Of Cambon  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47417368490258 37.716673117338274)
M183302,100 Block Of Font  Boulevard,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47362991995713 37.71554505295899)
M183300,800 Block Of Gonzalez  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48237686457763 37.71750271781536)
M183295,300 Block Of Serrano  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48048461062011 37.71911837844228)
M183296,0 Block Of Chumasero  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47297240046355 37.71323913181143)
M183306,400 Block Of Vidal  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48485230077682 37.716703423987134)
M183297,0 Block Of Chumasero  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47297240046355 37.71323913181143)
M183301,0 Block Of Fuente  Avenue,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47813089038084 37.719401814582376)
M183293,1600 Block Of Quesada  Avenue,San Francisco,CA,94124,12/13/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,POINT (-122.39038232256685 37.732801300480155)
M183294,500 Block Of Gonzalez  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47885100617513 37.71609926455431)
M183299,0 Block Of Garces  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47892511560349 37.71508599559115)
M183304,0 Block Of Pinto  Avenue,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48218723702945 37.72036960153002)
M183307,0 Block Of Chumasero  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47297240046355 37.71323913181143)
M183298,0 Block Of Josepha  Avenue,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.47754284360431 37.71671947850345)
M183308,0 Block Of Bache  Street,San Francisco,CA,94110,12/13/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,POINT (-122.41759385434207 37.73443931106182)
M183372,2600 Block Of 46th  Avenue,San Francisco,CA,94116,12/13/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/10/2024,4,Sunset/Parkside,POINT (-122.5042244171033 37.73711956016618)
M183305,300 Block Of Arballo  Drive,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,POINT (-122.48296806448134 37.720118807815574)
M183286,2300 Block Of Francisco  Street,San Francisco,CA,94123,12/12/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.44388040815574 37.80085620729912)
M183292,1300 Block Of 26th  Avenue,San Francisco,CA,94122,12/12/2018,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.48449233014787 37.76230374641068)
M183371,200 Block Of Bridgeview  Drive,San Francisco,CA,94124,12/12/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/08/2024,10,Bayview Hunters Point,POINT (-122.39745411098971 37.734189233876016)
M183340,800 Block Of Union  Street,San Francisco,CA,94133,12/12/2018,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,Russian Hill,POINT (-122.41328467133557 37.79987409596491)
M183287,0 Block Of Bache  Street,San Francisco,CA,94110,12/12/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,POINT (-122.41759385434207 37.73443931106182)
M183291,900 Block Of Hayes  Street,San Francisco,CA,94117,12/12/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,POINT (-122.4320251599958 37.77578444679199)
M183290,1000 Block Of Sutter  Street,San Francisco,CA,94109,12/12/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,POINT (-122.4176572135176 37.78812630328942)
M183288,400 Block Of Eddy  Street,San Francisco,CA,94109,12/12/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41505113671272 37.783565475900964)
M183289,1600 Block Of Filbert  Street,San Francisco,CA,94123,12/12/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,POINT (-122.42664636763737 37.79922541435748)
M183278,2300 Block Of Polk  Street,San Francisco,CA,94109,12/11/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,POINT (-122.42231071169884 37.79828457297331)
M183279,1900 Block Of Eddy  Street,San Francisco,CA,94115,12/11/2018,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,POINT (-122.4397692041 37.78053481356983)
M183284,300 Block Of Noe  Street,San Francisco,CA,94114,12/11/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,8,Castro/Upper Market,POINT (-122.43309497061337 37.76340247832147)
M183282,300 Block Of Turk  Street,San Francisco,CA,94102,12/11/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41486282787415 37.78263551220888)
M183280,2200 Block Of 38th  Avenue,San Francisco,CA,94116,12/11/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,4,Sunset/Parkside,POINT (-122.49617550328695 37.744953848391866)
M183283,600 Block Of Lombard  Street,San Francisco,CA,94133,12/11/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,3,North Beach,POINT (-122.41222223120714 37.80298505656534)
M183285,500 Block Of Capitol  Avenue,San Francisco,CA,94112,12/11/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,POINT (-122.45911963802469 37.7153326956088)
M183281,300 Block Of Turk  Street,San Francisco,CA,94102,12/11/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Tenderloin,POINT (-122.41486282787415 37.78263551220888)
M183275,2700 Block Of 44th  Avenue,San Francisco,CA,94116,12/10/2018,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.50212666112542 37.73589259415127)
M183214,600 Block Of Moultrie  Street,San Francisco,CA,94110,12/10/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/05/2024,9,Bernal Heights,POINT (-122.41594008284667 37.73661955510098)
M183274,400 Block Of Fair Oaks  Street,San Francisco,CA,94110,12/10/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,8,Mission,POINT (-122.42368456061037 37.74951187320203)
M183215,1000 Block Of Washington  Street,San Francisco,CA,94108,12/10/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,3,Chinatown,POINT (-122.41031637554968 37.79471488002007)
M183370,300 Block Of Hearst  Avenue,San Francisco,CA,94112,12/10/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/02/2024,7,West of Twin Peaks,POINT (-122.4454362854982 37.73075866888132)
M183276,0 Block Of Kiska  Road,San Francisco,CA,94124,12/10/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,10,Bayview Hunters Point,POINT (-122.37855827604832 37.73031114523455)
M183369,1800 Block Of 36th  Avenue,San Francisco,CA,94122,12/10/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49455690365993 37.752505890140604)
M183277,4400 Block Of Cabrillo  Street,San Francisco,CA,94121,12/10/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,POINT (-122.50628017521024 37.7733768088683)
M183272,0 Block Of Montcalm  Street,San Francisco,CA,94110,12/07/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,9,Bernal Heights,POINT (-122.40581497388885 37.747703730080886)
M183330,2700 Block Of Rivera  Street,San Francisco,CA,94116,12/07/2018,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,POINT (-122.49577067977242 37.7458493852106)
M183273,1100 Block Of Valencia  Street,San Francisco,CA,94110,12/07/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,POINT (-122.42081913269303 37.75450309002492)
